Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	25.662338	16.076206	116.0	8.0	25.662338	0.029110558	0.042969406	0.21080123	-0.17428231	4000	-5.075708e-08	417.33746	-0.024151389	-161.21904	0.68976986	0.008554389	0.09725	79.0	6.297840595245361
1	34.88393	22.713177	133.0	10.0	34.88393	7.776492	2.8717086	28.672003	4.831827	8000	4.0978193e-08	436.26804	-0.01849822	-204.82013	0.6758164	0.0070304545	0.076	79.0	10.598119735717773
2	47.444443	32.045494	200.0	13.0	47.444443	20.642448	1.7664803	33.43969	17.065569	12000	-5.2154064e-08	412.67596	-0.020465102	-92.23813	0.655661	0.008139841	0.0905	79.0	14.885101556777954
3	78.875	48.481365	200.0	12.0	78.875	28.131277	4.0764956	41.822342	15.179232	16000	2.6077032e-08	564.96265	-0.014833662	-150.10289	0.63929105	0.015476823	0.1285	16.0	18.111106395721436
4	110.65625	50.856174	200.0	20.0	110.65625	37.61498	6.559846	61.652817	15.642505	20000	2.514571e-08	527.57117	-0.013388174	-131.39865	0.62056804	0.0035448496	0.0315	79.0	22.503769636154175
5	172.28572	33.11904	200.0	92.0	172.28572	47.617554	9.12532	62.564484	11.2058325	24000	5.3551048e-08	407.32092	-0.0068168472	-126.49138	0.5945655	0.009506736	0.04825	79.0	26.817821502685547
6	168.19048	48.176876	200.0	40.0	168.19048	62.52335	5.694228	83.481804	31.47737	28000	-5.5879354e-09	599.59656	-0.0097011225	-188.1245	0.5905267	0.0037113784	0.0285	79.0	31.12212324142456
7	199.05	4.140954	200.0	181.0	199.05	57.088352	9.369873	67.62371	12.872271	32000	9.313226e-10	431.59033	-0.005781752	-25.09932	0.578619	0.005363871	0.05925	79.0	35.435662269592285
8	193.45	17.02197	200.0	136.0	193.45	59.01872	7.279403	67.6673	22.919754	36000	-6.519258e-09	377.76886	-0.006636386	-98.10718	0.5675869	0.0070323497	0.03525	79.0	39.72814416885376
9	197.1	10.944861	200.0	150.0	197.1	57.92902	15.558871	73.4809	-6.1785016	40000	7.916242e-09	485.08542	-0.004825501	-53.516228	0.5667062	0.007048675	0.03625	79.0	44.88039565086365
