Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	20.989246	10.886506	64.0	8.0	20.989246	0.08701822	0.1792049	0.82312083	-0.32895046	4000	-3.1664968e-08	255.74234	-0.018007975	-19.343288	0.692797	0.010456147	0.135	79.0	4.973827362060547
1	26.06	13.549037	73.0	8.0	26.06	0.8856417	0.444063	3.4859717	0.45445988	8000	5.5879354e-08	340.56183	-0.013984879	-32.56221	0.68817836	0.0051627997	0.039	79.0	7.809881925582886
2	33.275864	20.606571	144.0	10.0	33.275864	2.052483	0.73456573	7.963488	1.3941946	12000	-1.0675285e-07	545.683	-0.011646313	-68.90269	0.6742736	0.0035155811	0.026	79.0	10.471759557723999
3	38.194176	19.946558	107.0	11.0	38.194176	4.046703	1.0456247	11.183793	2.7052164	16000	-6.519258e-09	494.7865	-0.013582408	-83.66618	0.6655586	0.006487827	0.03425	79.0	13.200891256332397
4	55.816902	37.50993	184.0	13.0	55.816902	6.5815816	1.3822885	16.994204	4.0308704	20000	-4.8428774e-08	984.1468	-0.014005242	-185.85544	0.64662844	0.003724947	0.021750001	79.0	15.813387393951416
5	72.81132	35.12407	167.0	14.0	72.81132	11.42868	2.6189392	35.53318	8.679892	24000	-9.685755e-08	949.63354	-0.010432117	-196.32011	0.6332382	0.0040684934	0.02	79.0	18.563591480255127
6	94.9	48.590015	200.0	18.0	94.9	16.573118	2.9934297	39.71135	10.600652	28000	-2.9802322e-08	1131.2295	-0.009634661	-239.3954	0.6297039	0.005669696	0.023249999	79.0	21.28403115272522
7	121.96667	59.113724	200.0	16.0	121.96667	20.677406	4.181006	41.352306	9.211777	32000	-6.7055225e-08	1344.3481	-0.008276804	-340.47995	0.6219442	0.0036636787	0.015500001	79.0	24.08204221725464
8	142.92592	57.76961	200.0	22.0	142.92592	28.86289	4.258506	60.491486	23.483187	36000	2.6077032e-08	1145.7866	-0.0062005273	-254.06985	0.6122785	0.008229965	0.02075	79.0	27.210527181625366
9	126.62069	60.181572	200.0	20.0	126.62069	33.19382	4.211918	61.99802	23.882664	40000	0.0	884.8153	-0.0063917036	-158.57541	0.61395603	0.007933274	0.03275	79.0	31.007436513900757
