Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-272.07578	164.59203	-59.995758	-596.88354	92.27907	-0.09655224	0.46147498	1.1928004	-1.5690082	4000	-1.8405915e-07	64419.88	-0.013100077	-3477.7578	1.3371966	0.015237004	0.221	44.0	4.589401960372925
1	-163.68419	109.050934	35.06971	-477.14633	91.69768	-8.199482	1.0459877	-0.23033814	-9.436046	8000	6.055832e-08	22385.09	-0.010292214	-1091.0293	1.3730332	0.0054017683	0.08125	79.0	8.513162612915039
2	-176.55563	127.59954	2.1900983	-623.5551	95.65854	-12.899128	0.6733851	0.39228454	-13.516036	12000	-7.4148176e-08	25220.799	-0.014999712	-811.43945	1.3681706	0.010991343	0.10275	79.0	12.423967599868774
3	-157.166	94.9465	-16.764818	-428.73248	90.23256	-16.166756	0.7791162	-5.7320127	-16.537987	16000	-2.8550625e-08	19129.799	-0.0089912545	-638.5918	1.3623602	0.008548859	0.07775	79.0	16.350996017456055
4	-125.50205	47.891342	-29.824535	-239.75894	98.675	-19.115602	0.10635377	-18.019152	-19.261963	20000	3.004074e-08	8380.943	-0.0093710795	-339.02148	1.3594265	0.010937841	0.135	79.0	20.31702208518982
5	-120.96508	77.38024	20.222698	-388.20895	95.097565	-21.200247	0.23403098	-17.66213	-21.346796	24000	-1.0848045e-08	11949.31	-0.0109720575	-345.55273	1.3452798	0.015041698	0.1045	64.0	24.148662328720093
6	-172.5643	95.5435	-6.1026793	-427.06268	109.166664	-23.345371	0.18913811	-18.879723	-23.458061	28000	2.503395e-08	20320.225	-0.011836275	-686.7793	1.3118695	0.011650124	0.12125	79.0	28.12030005455017
7	-126.64052	76.0935	-13.02895	-325.5567	106.75676	-26.284637	0.23889679	-20.208767	-26.394688	32000	3.6358834e-09	9766.66	-0.009804628	-313.73047	1.3172537	0.011881828	0.05725	79.0	32.12418293952942
8	-126.307884	72.480965	-46.87404	-267.20947	124.40625	-28.363125	0.65337723	-17.37129	-28.475931	36000	-4.0739774e-08	8452.542	-0.008317649	-312.2002	1.3019321	0.011766852	0.0815	79.0	36.20249152183533
9	-131.3134	94.2584	-5.9223056	-414.39056	108.77778	-30.438799	0.09223187	-28.679522	-30.499262	40000	-2.2649765e-08	12126.888	-0.011401999	-357.07812	1.3017408	0.012643478	0.118	79.0	40.22133016586304
10	-114.24666	88.36458	-4.684758	-314.91357	139.32143	-32.60272	0.5455042	-24.28757	-32.72569	44000	-1.7881394e-08	9329.032	-0.010885048	-228.13281	1.248865	0.011329238	0.06175	79.0	44.58118772506714
11	-124.04949	82.9988	24.985863	-299.171	148.11539	-34.4216	0.56053215	-29.019678	-34.562756	48000	-4.684925e-08	11731.991	-0.013113084	-421.62598	1.2129105	0.0100295255	0.12075	79.0	48.81945490837097
12	-141.28137	120.3878	26.0774	-426.12662	152.8077	-36.78787	0.5093847	-30.719177	-36.923363	52000	1.3530254e-08	18977.393	-0.013068228	-539.959	1.1850085	0.012623598	0.08975	79.0	53.02254128456116
13	-110.01653	95.56842	8.06941	-325.06998	182.80952	-39.512337	0.3388092	-37.37648	-39.63266	56000	-1.9669534e-08	9731.751	-0.009288161	-255.79883	1.1289489	0.0074120113	0.083	79.0	57.88783025741577
14	-76.047356	90.56171	36.481037	-322.83603	154.2	-41.572056	0.21481106	-36.085957	-41.616756	60000	-5.3644182e-09	6025.557	-0.011402663	-71.34912	1.1363049	0.011289814	0.06575	79.0	62.08386945724487
15	-98.12425	86.86272	7.8430314	-295.35727	223.41176	-42.58534	0.26918143	-40.967937	-42.720455	64000	3.3080578e-09	9741.918	-0.016622715	-172.47949	1.1508943	0.01515101	0.159	70.0	68.07489514350891
16	-27.17958	66.74103	39.239285	-192.17227	432.1111	-44.173603	0.30128792	-42.543602	-44.332615	68000	9.1195105e-09	2099.769	-0.013551726	-10.859863	1.22497	0.011392828	0.145	79.0	75.37921905517578
17	-67.03551	74.52331	10.198793	-243.70064	246.5	-43.86451	0.7654354	-36.847775	-44.05979	72000	-8.34465e-09	4450.259	-0.008609033	-43.362793	1.1819464	0.009255058	0.1055	79.0	81.31459093093872
18	-64.99877	95.21125	49.958622	-257.75537	307.9091	-44.036564	1.5014639	-30.814817	-44.405224	76000	1.692772e-08	4298.958	-0.008295108	-17.567871	1.1846843	0.010662131	0.109	79.0	88.6651964187622
19	-94.655266	111.948395	49.986355	-279.4513	306.84616	-42.832478	6.515239	28.95507	-44.49644	80000	-1.5974045e-08	11335.434	-0.007260407	-229.47852	1.2041581	0.0043280907	0.0465	79.0	94.78434896469116
20	-63.693993	59.599136	68.84497	-150.30719	297.07693	-40.862164	17.853964	43.604393	-46.295883	84000	1.1563301e-08	3141.3225	-0.011519689	-234.03687	1.2082566	0.011217416	0.1045	79.0	102.00185656547546
