Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	21.538462	11.673966	97.0	8.0	21.538462	0.026607987	0.11931089	0.5276866	-0.39878523	4000	2.4680048e-08	278.15845	-0.02648852	-106.46724	0.68782985	0.012602118	0.14725	79.0	6.541279077529907
1	31.274193	20.51488	108.0	9.0	31.274193	6.2667	2.321142	20.52244	3.7074742	8000	-8.242205e-08	411.57208	-0.020418365	-209.7557	0.68284106	0.0071233623	0.075	79.0	10.934730291366577
2	45.563217	31.039722	153.0	11.0	45.563217	19.821133	2.2013018	33.167107	15.4192295	12000	2.2351742e-08	390.66107	-0.023121156	-79.430016	0.6664988	0.008256127	0.09475	79.0	15.669687509536743
3	78.541664	49.848923	200.0	12.0	78.541664	26.36589	2.0054271	37.03188	20.805553	16000	-2.6077032e-08	652.8447	-0.015618982	-192.0608	0.6406157	0.005528494	0.05175	79.0	20.062745571136475
4	111.6875	52.44547	200.0	13.0	111.6875	39.285397	3.6108236	45.40797	24.114882	20000	-2.6077032e-08	552.6437	-0.015580941	-122.449265	0.6209207	0.008176248	0.0655	79.0	24.46573042869568
5	141.84616	52.431416	200.0	29.0	141.84616	47.65674	7.235929	54.33444	17.607767	24000	2.1187589e-08	447.29474	-0.011062302	-112.80799	0.60621077	0.005476208	0.053500004	79.0	28.870675802230835
6	157.30435	44.206467	200.0	29.0	157.30435	48.761772	13.906238	66.15071	-9.633557	28000	-1.1175871e-08	381.2352	-0.009296726	-67.3585	0.59584075	0.0032880974	0.0325	79.0	33.27982044219971
7	187.15	33.202824	200.0	56.0	187.15	55.826237	13.462115	71.07856	11.063077	32000	-4.656613e-09	287.69064	-0.0097051095	-51.272118	0.567032	0.010175674	0.103	79.0	37.68164420127869
8	193.15	15.415171	200.0	144.0	193.15	62.082718	16.41496	86.96155	-9.729217	36000	-6.519258e-09	392.3275	-0.008100656	-64.934525	0.5691526	0.006517489	0.06425	79.0	42.09243202209473
9	199.45	1.6575584	200.0	194.0	199.45	57.930477	12.382721	71.59947	11.989173	40000	-2.3283064e-09	270.487	-0.005606588	-49.06301	0.5568408	0.004939498	0.02925	79.0	47.354796409606934
